"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","date_event_start","date_event_end","exp_attendance","exp_participants","event_host","event_url","address_full","lat","lng"
"Hillcrest Farmers' Market and Open Air Bizarre","53079","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2020-08-30 09:00:00","2020-08-30 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"Old Town Artisan's Market","53043","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-08-29 09:00:00","2020-08-29 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"City Heights Farmer's Market (Every Saturday)","52800","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2020-08-29 09:00:00","2020-08-29 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org ","Wightman & 43rd Streets","32.747757","-117.102"
"The Mercato Little Italy's Farmers' Market","53187","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2020-08-29 08:00:00","2020-08-29 14:00:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar Street & Front Street","32.721954","-117.16477"
"North Park Thursday Market","53138","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street","2020-08-27 15:00:00","2020-08-27 19:30:00","","","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmer's Market (Wednesdays)","52743","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2020-08-26 16:00:00","2020-08-26 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","52867","","FARMERS","Almost every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served."," B Street between India & Columbia Streets","2020-08-26 11:00:00","2020-08-26 14:00:00","","","Curbside Bites","www.curbsidebites.com ","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","53290","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes.","Date Street between State Street and Kettner Boulevard","2020-08-26 09:00:00","2020-08-26 13:30:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & State Street","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","53238","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues

","2020-08-25 14:00:00","2020-08-25 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Sunday Artisan Market","53358","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and K Street","2020-08-23 10:00:00","2020-08-23 15:00:00","","","Gaslamp Quarter Association","www.gaslamp.org","5th Avenue & Market Street","32.711490000000005","-117.160126"
"Old Town Artisan's Market","53042","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-08-23 09:00:00","2020-08-23 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"Hillcrest Farmers' Market and Open Air Bizarre","53078","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2020-08-23 09:00:00","2020-08-23 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"Old Town Artisan's Market","53041","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-08-22 09:00:00","2020-08-22 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"City Heights Farmer's Market (Every Saturday)","52799","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2020-08-22 09:00:00","2020-08-22 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org ","Wightman & 43rd Streets","32.747757","-117.102"
"The Mercato Little Italy's Farmers' Market","53186","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2020-08-22 08:00:00","2020-08-22 14:00:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar Street & Front Street","32.721954","-117.16477"
"North Park Thursday Market","53137","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street","2020-08-20 15:00:00","2020-08-20 19:30:00","","","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmer's Market (Wednesdays)","52742","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2020-08-19 16:00:00","2020-08-19 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","52866","","FARMERS","Almost every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served."," B Street between India & Columbia Streets","2020-08-19 11:00:00","2020-08-19 14:00:00","","","Curbside Bites","www.curbsidebites.com ","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","53289","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes.","Date Street between State Street and Kettner Boulevard","2020-08-19 09:00:00","2020-08-19 13:30:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & State Street","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","53237","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues

","2020-08-18 14:00:00","2020-08-18 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
